State_0,State_1,State_2,State_3,State_4,State_5,Date,Forecast_State_0,Forecast_State_1,Forecast_State_2,Forecast_State_3,Forecast_State_4,Forecast_State_5,Target_Position,Trade_Size
0.9998581849290236,3.319877668018659e-15,1.6286087042991673e-05,1.1142928754540784e-07,7.74006718961018e-15,0.0001254175548104,2018-06-12,0.9206583167130018,6.761424604511509e-07,0.0366792477336561,0.0089168086945815,8.786699880801621e-09,0.0337449419297756,0.9643068248494766,4.909207733660992e-07
0.998956888824176,2.199318743544795e-15,8.333630869645318e-06,1.3654139908270697e-07,7.626606731559009e-15,0.0010346410033287,2018-06-13,0.9198613058046736,3.513685175113533e-07,0.0366389464321476,0.0089105142913637,1.0766900863620934e-08,0.0345888713361798,0.9641225311319125,-0.00018429371756412127
0.9906236070345912,8.293552169092408e-16,8.511482393391942e-06,1.496434132475303e-07,9.966799738264894e-15,0.0093677318396028,2018-06-14,0.9124926536533932,3.5955708530724054e-07,0.0363335311726793,0.0088523544838352,1.1800054870305185e-08,0.0423210893329632,0.9624003379287814,-0.0017221932031310505
0.9101396400657998,1.208917484418979e-16,1.4333780307352e-06,8.900598308969135e-08,4.95927832668709e-15,0.0898588375497725,2018-06-15,0.8413251615709219,6.487175725972867e-08,0.0333757594362313,0.0082904692783222,7.018520370207474e-09,0.1170085378238379,0.9457694678933756,-0.016630870035405865
0.7511837537228482,7.567841801928052e-18,3.177066935452728e-07,3.073894752898965e-07,4.079926987382822e-15,0.2488156211809692,2018-06-18,0.7007693906360776,3.3857277235436456e-08,0.0275459043828135,0.0071810440278835,2.423902422551173e-08,0.2645036028569141,0.9129200776735135,-0.03284939021986211
0.6614201269738077,1.2226371698194653e-17,1.0425874474888463e-06,4.6662523741047145e-08,7.857176954465459e-15,0.338578783776038,2018-06-19,0.6213964619350094,4.5961305834843566e-08,0.0242549583648928,0.0065542489743249,3.6795540066970124e-09,0.3477942810847376,0.8943696671008894,-0.018550410572624076
0.1977225455480566,9.949091470827381e-19,1.4124609517913086e-08,2.1989216132340698e-08,5.77556998693835e-16,0.8022774183378252,2018-06-20,0.2113747256809489,2.068825399411748e-09,0.0072504187251587,0.0033173863350228,1.733947547120269e-09,0.7780574654558043,0.7985430363865355,-0.09582663071435393
0.0461741701795174,5.25854027775368e-20,5.490379880303296e-09,8.093214217446381e-09,4.464863053274653e-16,0.9538258162368818,2018-06-21,0.0773690081472727,7.734168895386978e-10,0.0016931932997485,0.0022594922171295,6.381861811237831e-10,0.9186783049242396,0.7672243343218671,-0.03131870206466836
0.0178551089257802,1.6016650719911996e-20,8.202226322686288e-10,4.959204734383175e-09,2.000057379405648e-16,0.9821448852948098,2018-06-22,0.0523280526359133,3.6947729191086624e-10,0.00065474050923,0.0020618085884059,3.9105542929438475e-10,0.9449553975059354,0.7613719715034045,-0.005852362818462575
0.0027015253831145,5.903657682753397e-21,1.7162689495565128e-10,1.1630145131010382e-09,1.2277598746683528e-16,0.9972984732824584,2018-06-25,0.0389285897322663,8.579748136983693e-11,9.906403898517064e-05,0.0019560260646794,9.170895831324476e-11,0.9590163199867768,0.7582403618549999,-0.003131609648404643
0.0014763737944695,2.1717709928985004e-21,6.615021439003213e-11,5.57520694290113e-09,8.629642180917971e-17,0.9985236205642812,2018-06-26,0.037845256963218,3.8023173030619377e-10,5.413833149380019e-05,0.0019474773158245,4.396298202639721e-10,0.96015312656971,0.7579871715909352,-0.00025319026406467326
0.0182565938272659,1.308683472052291e-19,1.955150299961878e-09,8.510211229399428e-08,8.94949489408678e-16,0.9817433191152916,2018-06-27,0.0526830627990475,5.8428160757728236e-09,0.0006694673969195,0.002064673298713,6.710678986247096e-09,0.9445827839516456,0.7614548926326246,0.0034677210416893534
0.0258444028878311,4.1564822974449207e-19,4.9661875787024135e-09,1.620781514500234e-07,1.5554381730558273e-14,0.9741554300682502,2018-06-28,0.0593925358665215,1.1178736497792262e-08,0.000947715421949,0.0021176996890565,1.2780594337869745e-08,0.9375420250635778,0.7630229279504578,0.0015680353178332274
0.0993785688667285,9.829968103621953e-18,3.292352781321415e-08,2.888846269500436e-07,2.29918331233316e-14,0.9006211093253895,2018-06-29,0.1244146687805226,2.0912970801099185e-08,0.0036442143463025,0.0026311032818654,2.2779853173057304e-08,0.8693099698987811,0.7782192813858555,0.015196353435397714
